timestamp_ms,vehicle_id,speed_kmh,throttle_percent,brake_light,acceleration_g,steering_angle_deg,motor_rpm,motor_hv_voltage,motor_hv_current,motor_torque_nm,gear_selector,dbc_signal_count
0.442,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.444,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.447,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.450,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.452,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.455,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.458,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.458,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.461,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.464,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.466,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.469,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.472,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.475,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.477,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.478,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.480,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.483,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.483,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.486,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.489,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.491,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.494,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.497,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.497,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.497,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.500,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
0.502,tesla,0.00,0.00,,,101.00,,,,0.00,P,5
